CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBand
C01400,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,131.08,5596.06,No,25-48m
C01401,Female,0,Yes,No,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.05,5488.39,No,49m+
C01402,Male,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,96.25,4320.38,Yes,25-48m
C01403,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.65,1645.98,No,25-48m
C01404,Female,0,Yes,No,50,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),85.62,4148.26,Yes,49m+
C01405,Male,0,No,No,47,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.58,4188.71,No,25-48m
C01406,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,139.52,3903.13,No,25-48m
C01407,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),139.09,1706.39,Yes,7-12m
C01408,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,64.97,63.78,No,0-6m
C01409,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),84.44,1739.15,No,13-24m
C01410,Male,1,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.97,3889.82,Yes,25-48m
C01411,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,117.71,1096.71,Yes,7-12m
C01412,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),124.61,8946.74,Yes,49m+
C01413,Male,1,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.89,2281.52,No,49m+
C01414,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.6,2530.24,No,13-24m
C01415,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.36,1625.61,No,13-24m
C01416,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.56,1095.36,No,7-12m
C01417,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),100.34,4475.12,No,25-48m
C01418,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.72,2553.34,No,49m+
C01419,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),106.44,4270.69,No,25-48m
C01420,Male,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.53,1098.78,No,25-48m
C01421,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.61,2104.6,No,25-48m
C01422,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,86.45,3790.13,No,25-48m
C01423,Male,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),121.77,3517.24,No,25-48m
C01424,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.04,2706.31,Yes,13-24m
C01425,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,139.41,6813.33,Yes,25-48m
C01426,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.69,5383.42,Yes,49m+
C01427,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.39,1976.26,No,49m+
C01428,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.49,173.12,Yes,0-6m
C01429,Male,1,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.31,1608.28,No,13-24m
C01430,Female,0,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,104.63,103.85,No,0-6m
C01431,Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),115.32,5290.01,Yes,25-48m
C01432,Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,103.78,3337.7,No,25-48m
C01433,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,112.76,654.88,No,0-6m
C01434,Male,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.67,2265.97,No,25-48m
C01435,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.31,598.51,No,0-6m
C01436,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,134.35,409.31,Yes,0-6m
C01437,Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,83.46,2685.19,Yes,25-48m
C01438,Male,0,Yes,No,62,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,102.46,6295.65,No,49m+
C01439,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),106.26,1874.62,No,13-24m
C01440,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.94,3003.74,Yes,49m+
C01441,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.32,1464.7,No,25-48m
C01442,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,127.68,3861.51,Yes,25-48m
C01443,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.01,3351.45,No,25-48m
C01444,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,110.87,4530.37,No,25-48m
C01445,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.18,4098.97,No,25-48m
C01446,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,113.07,1965.3,Yes,13-24m
C01447,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,122.36,4552.66,No,25-48m
C01448,Male,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,75.84,3186.21,No,25-48m
C01449,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.13,1659.51,Yes,25-48m
C01450,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),95.68,945.94,Yes,7-12m
C01451,Male,1,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),110.36,1793.68,Yes,13-24m
C01452,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.07,4724.01,No,49m+
C01453,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,103.52,1023.7,Yes,7-12m
C01454,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,92.34,1352.61,Yes,13-24m
C01455,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),78.72,4654.72,No,49m+
C01456,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),101.17,1162.17,No,7-12m
C01457,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.77,2855.63,Yes,25-48m
C01458,Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,109.48,7554.96,No,49m+
C01459,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.63,739.24,No,13-24m
C01460,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.34,1036.52,Yes,25-48m
C01461,Male,0,No,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.61,4185.85,No,25-48m
C01462,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),101.83,6049.87,No,49m+
C01463,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),139.62,3510.99,No,25-48m
C01464,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,120.16,4262.57,Yes,25-48m
C01465,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.01,6726.26,No,49m+
C01466,Female,0,No,Yes,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),107.07,5700.08,No,49m+
C01467,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),112.36,3656.74,No,25-48m
C01468,Female,1,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),103.77,5191.4,No,49m+
C01469,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.69,308.5,No,7-12m
C01470,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.47,450.51,Yes,7-12m
C01471,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,84.75,3077.41,No,25-48m
C01472,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,110.68,6140.25,No,49m+
C01473,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,118.81,7038.76,No,49m+
C01474,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.09,2088.61,No,25-48m
C01475,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.66,240.67,Yes,0-6m
C01476,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.75,1261.88,No,25-48m
C01477,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,123.18,8566.59,Yes,49m+
C01478,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.32,487.65,Yes,7-12m
C01479,Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,131.08,9093.72,No,49m+
C01480,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,85.14,432.31,No,0-6m
C01481,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.68,193.49,No,0-6m
C01482,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),138.29,10220.12,No,49m+
C01483,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),125.41,1361.91,No,7-12m
C01484,Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.37,6454.6,Yes,49m+
C01485,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),131.66,7449.93,Yes,49m+
C01486,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),132.14,4295.67,Yes,25-48m
C01487,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.39,760.87,Yes,13-24m
C01488,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.04,140.17,No,0-6m
C01489,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.67,1828.84,No,25-48m
C01490,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.11,2783.61,No,49m+
C01491,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.07,4116.76,No,25-48m
C01492,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,130.64,2507.46,No,13-24m
C01493,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.08,2562.19,No,49m+
C01494,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.7,6494.47,Yes,49m+
C01495,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,113.52,6075.92,Yes,49m+
C01496,Female,0,No,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.11,7279.24,No,49m+
C01497,Male,1,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,82.01,4242.0,Yes,49m+
C01498,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.55,1240.34,No,25-48m
C01499,Male,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.61,949.01,No,25-48m
C01500,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.35,5351.71,Yes,25-48m
C01501,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,111.25,8205.94,Yes,49m+
C01502,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),105.99,2158.79,Yes,13-24m
C01503,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),107.93,674.81,No,0-6m
C01504,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),100.95,7092.6,No,49m+
C01505,Female,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,110.29,5550.7,Yes,49m+
C01506,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.65,1484.52,Yes,25-48m
C01507,Female,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.62,3737.08,Yes,25-48m
C01508,Female,1,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.82,2869.4,No,49m+
C01509,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,113.66,6212.8,Yes,49m+
C01510,Female,0,No,Yes,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.57,3750.37,Yes,25-48m
C01511,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,3906.6,No,25-48m
C01512,Male,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.66,715.41,Yes,25-48m
C01513,Male,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,120.05,5064.66,No,25-48m
C01514,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),95.09,98.51,No,0-6m
C01515,Male,0,No,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,97.96,2700.4,No,25-48m
C01516,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,140.43,7328.26,Yes,49m+
C01517,Male,1,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.36,4215.84,No,25-48m
C01518,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),133.95,5857.53,Yes,25-48m
C01519,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.27,1188.0,Yes,7-12m
C01520,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,119.12,7701.2,Yes,49m+
C01521,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),119.32,3923.95,No,25-48m
C01522,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),154.0,1123.68,No,7-12m
C01523,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.68,580.44,No,13-24m
C01524,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,116.15,1938.58,No,13-24m
C01525,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.7,1087.77,No,13-24m
C01526,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,87.29,3837.7,Yes,25-48m
C01527,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),122.93,1638.11,No,13-24m
C01528,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.07,5543.48,Yes,49m+
C01529,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,109.12,1865.0,No,13-24m
C01530,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.5,1929.24,No,25-48m
C01531,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),117.25,5418.43,Yes,25-48m
C01532,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.93,1413.31,Yes,25-48m
C01533,Male,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.47,1011.67,No,25-48m
C01534,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,132.53,1889.62,No,13-24m
C01535,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),149.56,1295.38,No,7-12m
C01536,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.03,2863.26,Yes,25-48m
C01537,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.8,3236.36,No,25-48m
C01538,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),131.86,2567.37,No,13-24m
C01539,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,152.25,6104.27,Yes,25-48m
C01540,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),133.23,1766.75,No,13-24m
C01541,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.72,633.0,No,0-6m
C01542,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,122.94,7601.19,No,49m+
C01543,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,113.22,3357.95,Yes,25-48m
C01544,Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.76,2162.14,No,25-48m
C01545,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.99,3501.23,Yes,25-48m
C01546,Female,1,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),126.3,6093.01,No,49m+
C01547,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),108.97,5057.74,No,25-48m
C01548,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.96,6947.71,No,49m+
C01549,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,117.42,5469.89,Yes,25-48m
C01550,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.28,531.48,Yes,0-6m
C01551,Male,1,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),123.88,4422.8,Yes,25-48m
C01552,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,92.18,469.01,Yes,0-6m
C01553,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),126.7,8603.64,No,49m+
C01554,Male,1,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),89.55,5568.94,No,49m+
C01555,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),101.78,5984.49,No,49m+
C01556,Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.73,4327.77,Yes,25-48m
C01557,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),108.99,756.87,No,7-12m
C01558,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),121.98,6788.55,Yes,49m+
C01559,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.29,4752.34,No,25-48m
C01560,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),100.5,2635.9,No,25-48m
C01561,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.6,512.16,No,7-12m
C01562,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,110.63,5697.4,No,49m+
C01563,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.13,2561.27,No,49m+
C01564,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),96.84,2513.01,No,25-48m
C01565,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,94.59,2934.18,No,25-48m
C01566,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,130.4,7973.76,No,49m+
C01567,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.15,425.37,No,7-12m
C01568,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),94.13,3135.44,No,25-48m
C01569,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.96,1478.09,No,25-48m
C01570,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,119.97,4227.1,No,25-48m
